Order_ID,Order_Date,Customer_Key,Product_Key,Region_Key,Payment_Key,ShipMode_Key,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Shipping_Cost,Delivery_Days,Returned
1146,2025-01-09,79,7,2,2,3,3,4049,0.1,10932.3,6405.24,4527.06,52,1,Yes
1147,2025-06-08,76,22,3,4,1,2,4211,0.05,8000.9,6058.48,1942.42,258,3,No
1148,2025-09-14,44,1,1,4,3,4,3916,0.1,14097.6,8914.27,5183.33,140,3,No
1149,2025-07-31,46,6,2,4,2,1,1389,0.15,1180.65,785.7,394.95,224,8,No
1150,2025-04-10,72,4,3,2,1,3,2334,0.15,5951.7,4700.59,1251.11,66,4,Yes
1151,2025-02-25,5,16,1,2,1,2,3174,0.1,5713.2,3100.23,2612.97,119,8,No
1152,2025-09-09,28,14,1,4,1,2,3862,0,7724,5566.95,2157.05,131,5,No
1153,2025-12-09,21,6,1,2,1,1,2912,0.1,2620.8,1755.92,864.88,109,2,No
1154,2025-04-24,63,8,3,3,2,1,1229,0,1229,965.82,263.18,285,10,No
1155,2025-04-20,63,18,3,3,1,3,3563,0.15,9085.65,4804.04,4281.61,162,5,Yes
1156,2025-08-09,17,30,1,1,1,4,2643,0.15,8986.2,6889.12,2097.08,128,6,No
1157,2025-02-05,50,22,3,4,1,4,3262,0.05,12395.6,9020.06,3375.54,65,10,Yes
1158,2025-11-20,20,26,2,2,1,4,4485,0,17940,14118.64,3821.36,183,9,No
1159,2025-04-28,78,14,3,2,1,4,3276,0.1,11793.6,6171.64,5621.96,130,2,Yes
1160,2025-05-27,40,18,3,1,2,3,4911,0,14733,11129.05,3603.95,211,7,Yes
1161,2025-07-08,99,12,1,1,1,4,2945,0.1,10602.0,7267.14,3334.86,200,5,No
1162,2025-03-13,46,12,3,2,1,4,3794,0.05,14417.2,10924.83,3492.37,230,2,No
1163,2025-07-04,30,9,3,3,3,5,3631,0.1,16339.5,11560.27,4779.23,298,1,Yes
1164,2025-01-01,72,17,2,3,1,3,2480,0.15,6324.0,3770.23,2553.77,233,4,Yes
1165,2025-02-24,74,29,2,3,3,1,3993,0.15,3394.05,1820.31,1573.74,76,1,No
1166,2025-11-28,68,15,3,3,3,5,2603,0,13015,8325.0,4690.0,231,1,Yes
1167,2025-10-11,6,10,4,3,1,2,3561,0.15,6053.7,3538.26,2515.44,102,7,Yes
1168,2025-06-09,62,29,2,2,3,3,3918,0.05,11166.3,5849.16,5317.14,214,3,Yes
1169,2025-03-27,88,16,1,3,2,5,4109,0.05,19517.75,14774.65,4743.1,156,1,No
1170,2025-12-07,37,17,2,2,3,4,2312,0,9248,5472.38,3775.62,120,3,Yes
1171,2025-08-13,55,22,3,4,2,4,4092,0.05,15549.6,12414.23,3135.37,191,1,Yes
1172,2025-07-26,44,2,2,1,1,4,4358,0.05,16560.4,10660.33,5900.07,292,1,Yes
1173,2025-04-22,26,26,1,3,1,1,3751,0,3751,1975.57,1775.43,217,5,No
1174,2025-10-16,32,5,4,1,3,5,1731,0,8655,6603.12,2051.88,271,3,No
1175,2025-05-07,100,10,1,1,3,4,1449,0.05,5506.2,3259.73,2246.47,273,1,Yes
1176,2025-05-18,85,19,2,1,1,1,3088,0.1,2779.2,1615.44,1163.76,274,2,No
1177,2025-12-05,11,22,3,2,2,3,673,0.1,1817.1,1388.62,428.48,230,2,Yes
1178,2025-01-15,78,24,2,3,2,4,3505,0.15,11917.0,7560.64,4356.36,195,5,No
1179,2025-06-20,11,30,1,4,2,1,979,0.1,881.1,486.5,394.6,293,4,No
1180,2025-02-04,79,13,4,4,2,1,283,0.15,240.55,191.68,48.87,50,7,No
1181,2025-02-18,41,4,2,2,1,1,3236,0.15,2750.6,1504.05,1246.55,271,9,No
1182,2025-08-01,45,14,4,3,2,3,2909,0.05,8290.65,4263.03,4027.62,115,8,Yes
1183,2025-04-19,56,25,3,1,3,5,4670,0,23350,17301.82,6048.18,194,4,Yes
1184,2025-12-05,2,13,1,3,2,2,809,0.15,1375.3,1067.51,307.79,178,2,Yes
1185,2025-08-14,83,23,4,4,3,2,4187,0.15,7117.9,4084.29,3033.61,112,8,No
1186,2025-10-15,17,23,2,3,3,1,1194,0.05,1134.3,904.6,229.7,287,7,No
1187,2025-10-14,67,14,1,3,2,4,3473,0.15,11808.2,6793.87,5014.33,271,6,No
1188,2025-08-22,41,9,4,4,1,3,1647,0.05,4693.95,2403.13,2290.82,252,5,Yes
1189,2025-12-09,33,11,3,2,1,1,1689,0.1,1520.1,877.07,643.03,170,4,No
1190,2025-06-28,2,10,4,2,2,3,481,0,1443,746.81,696.19,150,9,Yes
1191,2025-04-05,41,12,3,2,3,4,3529,0,14116,10386.15,3729.85,111,5,Yes
1192,2025-05-07,25,28,3,4,3,2,2963,0.05,5629.7,3533.46,2096.24,125,8,Yes
1193,2025-07-05,25,9,4,4,3,5,1314,0.15,5584.5,3552.02,2032.48,174,3,No
1194,2025-10-08,7,13,4,4,2,1,1104,0.15,938.4,668.73,269.67,203,8,No
1195,2025-09-05,76,29,1,4,3,3,3728,0.1,10065.6,6177.37,3888.23,273,5,No
1196,2025-11-17,92,4,4,2,1,1,4200,0.05,3990.0,2683.65,1306.35,76,3,No
1197,2025-02-03,72,30,1,1,3,1,3360,0.15,2856.0,1549.76,1306.24,168,7,Yes
1198,2025-07-11,48,6,3,3,2,4,3630,0.1,13068.0,7041.77,6026.23,109,10,No
1199,2025-12-18,81,12,1,1,2,1,4923,0,4923,3726.29,1196.71,242,2,Yes
1200,2025-11-09,64,16,3,2,2,4,2203,0.15,7490.2,5876.69,1613.51,120,3,No
1201,2025-11-01,90,24,2,3,2,4,4029,0,16116,8727.59,7388.41,105,9,Yes
1202,2025-08-11,55,27,4,1,2,3,1168,0,3504,2038.95,1465.05,109,7,No
1203,2025-01-11,49,5,4,1,2,1,786,0,786,486.38,299.62,221,5,Yes
1204,2025-10-14,12,24,3,4,1,3,4906,0.1,13246.2,8146.69,5099.51,206,6,Yes
1205,2025-05-19,32,10,1,1,1,3,4610,0.15,11755.5,6311.72,5443.78,230,1,No
1206,2025-06-03,45,1,3,4,3,2,3252,0,6504,3924.28,2579.72,130,6,No
1207,2025-10-14,29,23,3,2,1,4,3188,0,12752,7146.12,5605.88,103,9,Yes
1208,2025-05-22,40,4,2,4,2,3,2984,0.15,7609.2,4764.82,2844.38,92,1,No
1209,2025-04-06,92,23,1,2,2,2,2993,0,5986,4594.44,1391.56,163,10,Yes
1210,2025-01-12,81,27,3,1,2,4,1436,0,5744,3247.1,2496.9,207,9,No
1211,2025-10-02,66,15,4,4,1,3,1626,0.1,4390.2,2311.35,2078.85,246,5,No
1212,2025-04-17,67,22,4,3,1,2,3184,0.05,6049.6,3933.66,2115.94,266,5,No
1213,2025-06-16,33,3,1,4,3,2,2314,0.1,4165.2,2428.38,1736.82,240,10,No
1214,2025-11-19,61,7,4,1,2,2,1481,0.05,2813.9,1979.5,834.4,113,9,No
1215,2025-02-14,56,10,3,4,3,5,4470,0,22350,13453.69,8896.31,206,8,Yes
1216,2025-05-07,70,5,2,1,3,1,3474,0.15,2952.9,1838.5,1114.4,201,7,No
1217,2025-08-03,72,30,1,1,1,3,1860,0.05,5301.0,3022.93,2278.07,82,7,No
1218,2025-12-11,30,14,4,1,2,2,3874,0.15,6585.8,3589.12,2996.68,55,1,Yes
1219,2025-04-20,23,20,2,2,2,3,1592,0.15,4059.6,2822.4,1237.2,280,4,Yes
1220,2025-04-11,38,10,3,2,3,1,1155,0.05,1097.25,609.17,488.08,194,1,No
1221,2025-09-10,52,28,2,4,1,4,792,0.1,2851.2,1598.71,1252.49,300,5,No
1222,2025-05-30,92,2,4,3,2,5,1643,0,8215,5338.7,2876.3,288,1,No
1223,2025-03-16,13,29,1,1,1,4,1518,0.1,5464.8,3286.97,2177.83,296,5,Yes
1224,2025-10-19,86,12,1,3,1,2,2497,0.1,4494.6,2662.58,1832.02,198,2,No
1225,2025-01-18,23,1,1,1,3,1,4728,0.05,4491.6,3202.14,1289.46,52,4,Yes
1226,2025-05-01,74,10,4,1,3,3,4255,0.1,11488.5,6648.22,4840.28,252,1,No
1227,2025-06-24,20,1,3,1,3,4,3326,0.05,12638.8,7419.98,5218.82,178,4,No
1228,2025-01-14,1,12,1,4,1,5,3551,0.1,15979.5,11830.41,4149.09,160,7,No
1229,2025-01-29,33,8,2,1,3,5,4589,0.15,19503.25,15588.01,3915.24,92,2,No
1230,2025-04-13,74,13,4,2,2,5,4124,0.05,19589.0,14753.24,4835.76,221,5,No
1231,2025-06-16,13,12,4,2,1,3,2276,0.1,6145.2,3773.97,2371.23,120,4,Yes
1232,2025-02-13,52,3,3,1,1,1,3539,0.15,3008.15,2222.53,785.62,229,5,Yes
1233,2025-12-26,88,25,3,1,1,3,4153,0.1,11213.1,8730.89,2482.21,118,10,Yes
1234,2025-05-09,25,17,4,1,3,2,1508,0.15,2563.6,1963.9,599.7,269,1,No
1235,2025-07-17,27,13,1,4,1,1,1112,0.05,1056.4,603.98,452.42,156,1,No
1236,2025-10-18,86,26,4,2,3,3,4307,0.05,12274.95,9307.85,2967.1,138,2,No
1237,2025-05-20,7,12,1,3,2,5,4125,0.15,17531.25,12369.59,5161.66,248,7,No
1238,2025-09-08,63,22,3,1,1,3,1104,0.1,2980.8,1683.22,1297.58,292,2,Yes
1239,2025-12-10,79,6,2,4,1,3,219,0.05,624.15,391.28,232.87,208,3,No
1240,2025-01-15,8,28,4,1,3,3,1172,0.05,3340.2,2495.04,845.16,160,1,Yes
1241,2025-09-16,87,13,4,1,1,5,4437,0,22185,12710.73,9474.27,194,10,No
1242,2025-12-14,13,16,3,2,1,3,4510,0.15,11500.5,8638.2,2862.3,174,1,Yes
1243,2025-07-06,23,15,3,3,2,2,3164,0.05,6011.6,4420.56,1591.04,167,10,Yes
1244,2025-08-08,48,9,1,1,1,5,1555,0.15,6608.75,5098.31,1510.44,133,8,Yes
1245,2025-05-20,49,23,2,1,3,1,3202,0.05,3041.9,2026.63,1015.27,268,8,Yes
1246,2025-04-26,22,9,1,3,3,3,2634,0.05,7506.9,4718.49,2788.41,60,8,No
1247,2025-12-26,25,21,3,2,2,5,1885,0.1,8482.5,5104.16,3378.34,175,1,Yes
1248,2025-04-09,99,14,2,4,1,1,3994,0.15,3394.9,1754.21,1640.69,212,4,Yes
1249,2025-03-30,22,6,2,1,1,2,3902,0.15,6633.4,3758.49,2874.91,227,6,Yes
1250,2025-11-03,45,1,3,1,3,5,3035,0.1,13657.5,10785.73,2871.77,236,10,Yes
1251,2025-05-22,24,6,4,3,3,3,4770,0.15,12163.5,9467.26,2696.24,177,3,Yes
1252,2025-02-20,55,26,1,4,3,2,621,0.15,1055.7,535.41,520.29,80,10,Yes
1253,2025-12-17,98,27,3,3,1,5,3432,0.15,14586.0,8172.83,6413.17,139,6,Yes
1254,2025-06-07,14,30,2,4,2,1,1173,0.05,1114.35,777.97,336.38,86,6,No
1255,2025-09-06,92,28,3,3,2,4,4966,0.15,16884.4,13077.63,3806.77,269,8,No
1256,2025-06-24,21,2,1,4,3,2,2961,0.15,5033.7,2909.24,2124.46,103,2,Yes
1257,2025-09-17,72,27,1,1,2,1,1558,0.05,1480.1,834.18,645.92,71,6,Yes
1258,2025-09-10,23,6,3,4,3,1,3234,0.15,2748.9,1515.92,1232.98,115,1,No
1259,2025-10-30,94,6,4,4,3,2,4433,0,8866,4840.94,4025.06,112,10,No
1260,2025-06-08,30,25,2,3,2,1,1639,0.1,1475.1,854.31,620.79,135,6,Yes
1261,2025-03-09,48,24,4,3,3,3,451,0.1,1217.7,638.51,579.19,51,1,No
1262,2025-12-30,70,27,4,3,1,2,1623,0.1,2921.4,1844.64,1076.76,129,1,No
1263,2025-03-31,3,3,4,2,2,3,984,0.05,2804.4,1411.37,1393.03,209,10,Yes
1264,2025-10-02,89,18,3,2,2,3,2512,0,7536,3919.24,3616.76,128,8,No
1265,2025-02-14,13,19,1,3,3,1,3262,0.05,3098.9,1837.98,1260.92,67,2,No
1266,2025-09-27,81,8,4,4,1,4,1345,0,5380,3825.94,1554.06,170,2,No
1267,2025-09-23,52,14,2,2,1,5,548,0.05,2603.0,1662.58,940.42,120,1,No
1268,2025-01-23,88,15,3,1,1,2,4436,0.15,7541.2,3800.78,3740.42,229,2,Yes
1269,2025-07-29,98,1,3,3,3,3,3533,0.15,9009.15,6094.38,2914.77,147,6,No
1270,2025-11-10,86,22,1,2,3,3,729,0,2187,1619.48,567.52,167,5,Yes
1271,2025-05-21,34,28,4,2,2,1,563,0,563,308.84,254.16,196,10,Yes
1272,2025-01-18,75,5,4,2,2,2,654,0.05,1242.6,779.79,462.81,142,9,Yes
1273,2025-06-21,94,3,3,2,3,3,3456,0,10368,5337.32,5030.68,183,3,Yes
1274,2025-03-22,25,5,3,4,1,5,4185,0.15,17786.25,11854.43,5931.82,201,7,Yes
1275,2025-02-08,37,13,1,1,2,1,977,0.1,879.3,680.28,199.02,165,3,No
1276,2025-10-15,44,14,4,3,2,3,551,0.05,1570.35,905.73,664.62,285,9,Yes
1277,2025-04-26,56,19,4,1,2,4,3354,0.05,12745.2,6934.97,5810.23,66,7,No
1278,2025-06-07,31,17,1,2,1,5,4913,0.1,22108.5,13529.34,8579.16,160,10,Yes
1279,2025-03-14,64,15,4,4,2,1,2691,0.05,2556.45,1810.92,745.53,111,10,No
1280,2025-05-06,79,11,1,1,2,4,4236,0.05,16096.8,10628.59,5468.21,156,9,No
1281,2025-10-01,31,6,3,4,3,5,1128,0.15,4794.0,2525.93,2268.07,296,6,No
1282,2025-05-08,76,16,2,4,3,5,4811,0.1,21649.5,11843.57,9805.93,173,6,No
1283,2025-06-10,27,21,3,2,1,5,3778,0.05,17945.5,13619.59,4325.91,228,1,No
1284,2025-01-05,77,2,2,2,1,4,2795,0.05,10621.0,7976.33,2644.67,213,1,Yes
1285,2025-09-14,21,4,4,3,1,2,1347,0.05,2559.3,1408.38,1150.92,135,6,Yes
1286,2025-03-01,57,16,4,1,2,1,3032,0,3032,2344.76,687.24,215,5,No
1287,2025-06-11,31,15,2,1,1,5,4550,0.1,20475.0,14025.66,6449.34,236,2,Yes
1288,2025-06-19,66,17,1,2,3,5,4128,0.15,17544.0,12800.92,4743.08,168,7,Yes
1289,2025-10-09,25,26,3,3,2,5,4200,0.05,19950.0,14762.11,5187.89,283,10,Yes
1290,2025-10-12,79,14,4,2,1,2,1028,0.15,1747.6,1199.14,548.46,174,1,Yes
1291,2025-03-08,72,14,3,4,1,1,242,0,242,130.84,111.16,214,7,No
1292,2025-05-05,20,17,2,2,3,2,3137,0.1,5646.6,2926.0,2720.6,243,3,Yes
1293,2025-03-29,93,22,1,2,3,4,1502,0,6008,4375.41,1632.59,57,1,Yes
1294,2025-12-26,59,4,3,4,2,2,2510,0.05,4769.0,2619.99,2149.01,134,6,Yes
1295,2025-07-09,8,16,2,1,1,5,1017,0.1,4576.5,2581.99,1994.51,283,5,Yes
1296,2025-11-21,15,7,1,4,2,3,1240,0,3720,2138.19,1581.81,144,10,Yes
1297,2025-07-03,79,28,3,3,1,2,2428,0,4856,2625.07,2230.93,209,1,No
1298,2025-11-07,68,24,4,1,1,1,1827,0.05,1735.65,983.94,751.71,236,1,No
1299,2025-05-27,2,6,3,1,1,3,3174,0.15,8093.7,6440.94,1652.76,222,6,No
1300,2025-08-31,43,7,3,4,1,2,4724,0.15,8030.8,4791.14,3239.66,157,6,Yes
1301,2025-01-01,63,2,2,2,3,4,4175,0,16700,10718.69,5981.31,123,5,Yes
1302,2025-07-19,32,10,3,3,3,2,4619,0.05,8776.1,6534.61,2241.49,282,4,No
1303,2025-10-28,22,17,3,2,2,5,855,0.1,3847.5,2461.21,1386.29,87,3,Yes
1304,2025-07-09,27,11,3,4,2,2,2521,0.1,4537.8,3193.42,1344.38,248,9,No
1305,2025-04-23,1,1,4,2,2,5,3729,0.1,16780.5,11495.44,5285.06,111,2,No
1306,2025-02-16,85,1,4,2,3,2,2320,0.15,3944.0,2788.74,1155.26,227,3,Yes
1307,2025-10-25,33,3,3,3,1,1,1077,0.1,969.3,504.6,464.7,151,1,No
1308,2025-09-30,73,6,4,4,2,2,236,0,472,327.31,144.69,180,8,No
1309,2025-09-06,18,5,1,1,1,2,802,0.15,1363.4,687.15,676.25,77,1,Yes
1310,2025-12-28,71,21,1,1,2,3,1063,0.1,2870.1,1939.32,930.78,286,4,Yes
1311,2025-07-22,49,26,4,1,2,2,921,0.1,1657.8,1159.61,498.19,85,9,No
1312,2025-03-12,1,7,2,2,2,5,833,0.05,3956.75,2395.36,1561.39,234,5,Yes
1313,2025-11-05,42,4,1,2,2,4,3652,0.1,13147.2,6780.08,6367.12,189,1,No
1314,2025-03-05,26,11,1,4,1,3,4331,0,12993,6873.18,6119.82,128,4,Yes
1315,2025-11-25,19,26,1,3,2,4,1632,0.05,6201.6,4849.22,1352.38,129,9,Yes
1316,2025-09-11,70,22,3,1,1,5,3246,0.15,13795.5,10696.9,3098.6,235,1,No
1317,2025-05-27,4,3,3,2,2,4,4682,0.15,15918.8,12304.05,3614.75,233,5,Yes
1318,2025-06-20,48,26,3,2,2,1,3812,0,3812,2316.88,1495.12,59,2,Yes
1319,2025-10-04,23,7,2,4,2,5,875,0.1,3937.5,2908.95,1028.55,202,1,Yes
1320,2025-09-10,15,11,1,2,2,5,2552,0.05,12122.0,7089.58,5032.42,113,7,No
1321,2025-12-02,49,27,2,2,2,1,1227,0.1,1104.3,662.1,442.2,106,10,No
1322,2025-03-27,22,24,3,3,1,4,3205,0.1,11538.0,7347.58,4190.42,62,10,No
1323,2025-05-31,56,9,4,3,1,5,1048,0.1,4716.0,2979.47,1736.53,106,3,Yes
1324,2025-02-03,89,18,3,2,2,1,1704,0.1,1533.6,1153.2,380.4,248,10,Yes
1325,2025-11-01,87,19,2,1,2,5,4416,0.15,18768.0,12070.07,6697.93,233,6,No
1326,2025-09-22,36,26,4,4,1,5,3490,0.1,15705.0,12369.71,3335.29,295,4,Yes
1327,2025-09-13,46,7,2,1,2,3,1944,0.05,5540.4,4107.25,1433.15,65,4,Yes
1328,2025-01-26,48,11,3,4,2,4,2603,0.05,9891.4,7235.8,2655.6,292,3,Yes
1329,2025-07-14,100,17,3,2,1,1,2597,0,2597,1760.5,836.5,90,6,Yes
1330,2025-10-21,28,18,4,2,3,5,4408,0.15,18734.0,10254.81,8479.19,126,7,No
1331,2025-10-12,45,8,1,1,3,3,2198,0.1,5934.6,4163.99,1770.61,143,6,No
1332,2025-02-14,47,12,1,3,1,5,308,0.05,1463.0,1146.16,316.84,207,8,No
1333,2025-05-13,91,15,4,3,2,1,2581,0.15,2193.85,1151.75,1042.1,286,8,No
1334,2025-06-28,69,14,4,2,2,3,532,0,1596,1208.83,387.17,147,3,Yes
1335,2025-09-22,31,8,4,2,2,3,1737,0,5211,3265.44,1945.56,60,8,No
1336,2025-11-18,49,28,4,4,1,5,2688,0.15,11424.0,8022.35,3401.65,54,9,Yes
1337,2025-03-03,76,14,4,3,1,5,4919,0.1,22135.5,16157.71,5977.79,218,2,Yes
1338,2025-07-09,97,2,2,4,2,2,425,0.15,722.5,505.42,217.08,215,8,No
1339,2025-12-19,60,10,2,2,2,3,2695,0.15,6872.25,3513.45,3358.8,233,10,Yes
1340,2025-03-01,56,12,1,3,2,2,3065,0.1,5517.0,3694.98,1822.02,245,9,Yes
1341,2025-09-18,96,2,1,3,1,4,4065,0.1,14634.0,9860.19,4773.81,179,2,No
1342,2025-12-06,27,15,1,3,1,2,2793,0.05,5306.7,3370.8,1935.9,178,8,Yes
1343,2025-02-17,89,24,3,1,2,4,1947,0.05,7398.6,3817.02,3581.58,179,3,Yes
1344,2025-02-21,23,16,3,1,2,3,1671,0.15,4261.05,3400.87,860.18,111,5,No
1345,2025-06-01,19,4,3,4,2,3,3254,0.05,9273.9,5513.4,3760.5,239,6,No
1346,2025-05-23,20,24,1,2,3,5,762,0.05,3619.5,2415.34,1204.16,280,3,Yes
1347,2025-05-27,69,1,1,2,1,2,4690,0,9380,7087.66,2292.34,92,1,Yes
1348,2025-10-26,98,4,2,2,3,4,1168,0.05,4438.4,2477.57,1960.83,258,1,No
1349,2025-06-27,75,14,4,2,1,1,861,0.1,774.9,542.46,232.44,141,3,Yes
1350,2025-02-07,53,9,2,3,3,2,3043,0.1,5477.4,3020.37,2457.03,201,9,Yes
1351,2025-05-17,48,22,2,2,3,1,4017,0.05,3816.15,2977.9,838.25,233,4,Yes
1352,2025-06-27,74,12,2,3,1,3,3373,0.05,9613.05,5275.34,4337.71,273,1,No
1353,2025-07-18,72,21,1,1,1,1,2446,0.05,2323.7,1814.82,508.88,186,5,Yes
1354,2025-03-04,14,7,2,2,1,4,3197,0.1,11509.2,7981.77,3527.43,238,4,Yes
1355,2025-03-12,52,29,2,2,1,1,1781,0.1,1602.9,1124.52,478.38,249,6,No
1356,2025-06-23,90,10,3,2,1,2,2728,0.1,4910.4,2881.67,2028.73,223,9,No
1357,2025-09-18,67,15,1,1,3,3,1684,0,5052,2531.12,2520.88,219,4,Yes
1358,2025-03-31,11,25,4,3,1,1,1445,0,1445,1040.55,404.45,271,3,No
1359,2025-11-26,35,13,3,4,3,5,4122,0,20610,12609.36,8000.64,230,5,No
1360,2025-02-03,40,23,2,3,1,4,668,0.15,2271.2,1710.11,561.09,95,10,Yes
1361,2025-03-15,3,3,1,2,2,2,1395,0.15,2371.5,1558.97,812.53,88,4,Yes
1362,2025-06-22,30,24,3,4,2,3,2891,0,8673,6012.24,2660.76,122,3,No
1363,2025-06-04,49,28,2,2,3,3,4331,0.05,12343.35,7751.66,4591.69,150,4,No
1364,2025-10-21,1,13,2,3,1,3,2965,0.1,8005.5,5259.3,2746.2,254,8,No
1365,2025-01-28,13,5,3,1,2,2,449,0.15,763.3,437.11,326.19,177,6,No
1366,2025-12-31,46,18,3,4,1,2,2942,0,5884,4442.95,1441.05,155,2,No
1367,2025-04-24,30,13,2,1,3,2,1343,0.1,2417.4,1711.49,705.91,212,8,Yes
1368,2025-04-22,15,22,1,3,2,1,2945,0,2945,2071.47,873.53,232,1,Yes
1369,2025-02-06,83,27,2,4,3,3,1573,0.1,4247.1,2883.99,1363.11,280,1,No
1370,2025-01-31,8,7,4,4,2,2,3639,0.15,6186.3,4671.79,1514.51,184,1,Yes
1371,2025-01-26,27,8,1,3,1,3,2461,0.05,7013.85,4592.22,2421.63,205,7,No
1372,2025-03-17,92,19,4,2,1,3,2810,0.1,7587.0,4365.88,3221.12,204,1,Yes
1373,2025-10-24,42,5,3,1,3,5,4360,0.05,20710.0,13495.62,7214.38,92,7,No
1374,2025-03-22,12,15,1,2,3,5,3258,0,16290,12764.73,3525.27,255,5,No
1375,2025-04-17,25,9,3,3,1,5,2164,0.05,10279.0,7619.64,2659.36,68,5,No
1376,2025-05-11,19,23,1,1,3,5,4843,0,24215,17740.47,6474.53,146,7,Yes
1377,2025-01-05,8,12,1,2,3,2,2308,0,4616,3264.78,1351.22,132,8,No
1378,2025-08-31,62,27,4,3,3,5,4868,0,24340,17880.4,6459.6,155,2,Yes
1379,2025-01-13,27,3,3,2,1,1,3809,0,3809,2439.49,1369.51,283,2,Yes
1380,2025-03-24,72,20,4,1,3,3,4064,0.15,10363.2,6466.18,3897.02,257,6,Yes
1381,2025-06-26,32,20,3,2,3,1,3192,0.1,2872.8,2211.43,661.37,280,6,No
1382,2025-10-27,69,26,3,2,1,4,4717,0.1,16981.2,10826.27,6154.93,91,2,Yes
1383,2025-12-29,75,25,3,3,1,3,4400,0.05,12540.0,9272.19,3267.81,225,3,No
1384,2025-05-11,70,18,4,3,2,1,636,0.15,540.6,409.13,131.47,238,3,Yes
1385,2025-06-12,87,8,3,1,3,1,3368,0.15,2862.8,2094.07,768.73,190,4,No
1386,2025-09-08,23,16,1,4,2,1,2691,0.05,2556.45,1766.88,789.57,54,4,Yes
1387,2025-06-02,95,6,2,1,3,4,887,0.1,3193.2,1626.18,1567.02,129,2,No
1388,2025-10-17,97,26,3,4,3,4,2739,0.05,10408.2,7392.21,3015.99,188,4,Yes
1389,2025-10-22,54,24,4,2,2,3,2412,0,7236,5496.86,1739.14,291,1,Yes
1390,2025-09-02,76,28,3,1,2,4,4844,0,19376,10735.48,8640.52,156,9,No
1391,2025-01-05,70,25,4,4,2,5,932,0,4660,3537.23,1122.77,204,3,Yes
1392,2025-03-20,34,10,2,3,1,4,2462,0,9848,7875.73,1972.27,159,1,No
1393,2025-01-15,49,2,3,1,1,4,2311,0.1,8319.6,4746.14,3573.46,219,5,Yes
1394,2025-08-31,49,26,2,3,3,4,2325,0.1,8370.0,4873.34,3496.66,122,8,Yes
1395,2025-06-19,85,2,4,4,2,1,2734,0.15,2323.9,1224.39,1099.51,109,1,No
1396,2025-08-27,61,3,1,4,3,2,4063,0,8126,4661.14,3464.86,263,3,No
1397,2025-12-20,35,30,2,1,2,1,1746,0.15,1484.1,811.14,672.96,64,10,Yes
1398,2025-06-07,36,22,4,1,1,5,3658,0,18290,10067.4,8222.6,280,9,Yes
1399,2025-01-26,5,30,2,4,1,4,2614,0.05,9933.2,5421.02,4512.18,184,4,No
1400,2025-10-17,47,21,2,3,2,4,2697,0,10788,8283.76,2504.24,107,7,No
1401,2025-05-12,69,10,1,2,2,5,2747,0.05,13048.25,6596.73,6451.52,155,3,No
1402,2025-02-19,86,24,4,2,3,4,757,0.1,2725.2,2025.99,699.21,95,2,Yes
1403,2025-04-12,6,7,4,1,2,5,3423,0.1,15403.5,11760.41,3643.09,212,7,Yes
1404,2025-07-23,74,20,4,4,3,4,2487,0.15,8455.8,5886.54,2569.26,145,10,Yes
1405,2025-02-20,83,9,3,1,3,2,1679,0.1,3022.2,2079.26,942.94,77,7,No
1406,2025-08-23,95,13,3,4,3,2,3733,0,7466,5317.41,2148.59,260,9,Yes
1407,2025-03-05,96,6,4,3,2,3,3221,0,9663,5165.83,4497.17,266,4,No
1408,2025-10-21,11,8,3,2,2,5,1753,0.05,8326.75,6372.24,1954.51,120,3,No
1409,2025-04-29,8,8,4,2,2,3,2163,0.05,6164.55,3702.71,2461.84,188,3,Yes
1410,2025-09-29,62,7,1,1,2,4,4436,0.05,16856.8,11412.2,5444.6,196,8,Yes
1411,2025-04-28,23,16,3,4,2,2,2024,0,4048,2804.9,1243.1,170,9,Yes
1412,2025-01-28,62,14,2,2,1,4,1794,0,7176,4470.64,2705.36,289,5,No
1413,2025-05-20,23,11,1,3,2,1,471,0.1,423.9,257.8,166.1,251,8,Yes
1414,2025-05-02,49,5,2,2,2,3,2780,0.05,7923.0,5592.9,2330.1,201,6,No
1415,2025-08-16,54,20,4,2,2,5,495,0,2475,1682.69,792.31,125,5,No
1416,2025-06-25,19,6,2,1,2,4,1019,0.15,3464.6,2130.61,1333.99,121,6,No
1417,2025-07-07,64,2,3,2,2,4,4734,0.15,16095.6,11839.94,4255.66,130,7,No
1418,2025-01-18,90,17,4,3,1,4,2164,0.05,8223.2,5506.57,2716.63,86,4,No
1419,2025-09-08,51,22,4,1,3,3,1659,0.15,4230.45,2290.65,1939.8,66,1,Yes
1420,2025-03-28,48,3,1,4,3,4,1000,0,4000,2584.28,1415.72,245,3,Yes
1421,2025-06-14,2,2,2,4,2,1,2458,0.05,2335.1,1451.08,884.02,62,3,Yes
1422,2025-10-28,62,27,3,4,1,4,203,0,812,626.23,185.77,120,10,Yes
1423,2025-11-27,75,16,3,1,1,4,3900,0.15,13260.0,7711.78,5548.22,273,8,No
1424,2025-04-03,63,27,4,4,3,2,4941,0.1,8893.8,5124.46,3769.34,255,10,Yes
1425,2025-01-04,16,20,3,3,3,4,4287,0.15,14575.8,8968.01,5607.79,266,7,No
