Trip_ID,Date,From_Station_ID,To_Station_ID,Ticket_ID,Payment_ID,Passengers,Fare,Revenue
4691,2025-04-19,GL01,GL02,1,1,1,30,30
4692,2025-05-31,BL02,GL06,3,2,6,50,300
4693,2025-01-02,GL06,BL06,2,2,6,40,240
4694,2025-02-25,GL04,GL05,1,1,6,60,360
4695,2025-03-27,GL04,GL02,2,2,4,60,240
4696,2025-06-08,BL11,BL01,2,1,4,30,120
4697,2025-06-19,BL12,GL01,3,1,4,60,240
4698,2025-05-19,GL03,BL02,3,3,5,60,300
4699,2025-06-19,BL06,BL03,2,1,3,20,60
4700,2025-06-20,GL05,BL13,3,3,3,30,90
4701,2025-06-01,BL01,GL05,3,3,2,40,80
4702,2025-06-18,BL12,BL06,2,2,1,20,20
4703,2025-02-13,GL01,BL11,1,3,5,20,100
4704,2025-01-22,GL02,GL01,3,2,5,30,150
4705,2025-05-06,GL04,BL07,1,3,3,10,30
4706,2025-02-27,BL05,GL04,1,2,6,10,60
4707,2025-02-08,BL06,BL02,1,1,2,20,40
4708,2025-02-04,GL01,BL02,2,1,2,50,100
4709,2025-05-31,GL02,GL05,2,1,2,40,80
4710,2025-01-04,GL05,GL04,1,1,4,50,200
4711,2025-06-11,GL03,BL07,1,3,2,60,120
4712,2025-05-30,BL13,BL12,1,3,4,20,80
4713,2025-02-13,GL06,BL03,2,1,2,20,40
4714,2025-01-20,GL03,BL07,3,2,6,40,240
4715,2025-01-31,BL02,GL06,2,2,2,10,20
4716,2025-02-17,BL07,GL04,3,2,2,40,80
4717,2025-03-08,BL07,GL06,2,2,5,60,300
4718,2025-06-24,BL07,GL03,2,3,4,40,160
4719,2025-01-21,BL13,BL09,3,3,5,40,200
4720,2025-04-17,BL09,BL07,1,3,4,40,160
4721,2025-01-05,BL04,BL10,2,1,3,30,90
4722,2025-06-12,BL04,BL05,1,3,3,60,180
4723,2025-04-08,GL06,GL05,1,1,4,10,40
4724,2025-01-01,BL13,BL09,3,3,3,20,60
4725,2025-06-01,BL09,BL13,2,2,4,50,200
4726,2025-02-10,GL05,GL04,2,3,3,50,150
4727,2025-04-05,GL02,BL05,1,3,5,60,300
4728,2025-01-09,BL07,GL03,1,1,5,10,50
4729,2025-01-04,BL07,BL01,3,2,2,60,120
4730,2025-06-10,BL01,BL07,2,1,3,40,120
4731,2025-05-24,BL06,GL06,1,2,5,20,100
4732,2025-05-13,BL05,BL03,1,3,6,40,240
4733,2025-03-26,BL09,BL11,2,2,5,50,250
4734,2025-06-29,GL06,BL01,2,2,3,40,120
4735,2025-03-18,GL03,BL12,3,2,1,40,40
4736,2025-01-03,BL09,BL04,3,1,2,40,80
4737,2025-01-01,GL03,BL10,2,1,3,40,120
4738,2025-02-01,BL05,GL04,3,2,1,10,10
4739,2025-06-18,GL04,BL08,1,2,3,40,120
4740,2025-01-30,BL10,BL08,2,1,3,30,90
4741,2025-03-01,GL06,GL02,1,2,4,10,40
4742,2025-05-25,BL02,BL13,3,1,6,30,180
4743,2025-06-30,BL11,BL12,1,3,4,30,120
4744,2025-04-28,GL06,BL08,1,1,1,50,50
4745,2025-04-05,GL01,BL06,1,2,3,20,60
4746,2025-02-06,BL09,BL05,3,1,3,20,60
4747,2025-01-01,GL06,GL04,3,2,6,60,360
4748,2025-05-07,BL08,BL13,2,2,2,40,80
4749,2025-05-06,GL03,GL05,1,1,6,10,60
4750,2025-03-14,GL06,BL12,2,3,3,60,180
4751,2025-05-08,BL08,BL01,3,3,6,50,300
4752,2025-01-07,BL07,GL04,2,3,2,20,40
4753,2025-05-29,GL04,BL13,3,1,2,60,120
4754,2025-02-18,BL09,BL04,1,1,3,60,180
4755,2025-03-15,BL03,BL08,1,3,5,60,300
4756,2025-01-30,GL01,BL10,1,1,1,40,40
4757,2025-04-12,BL03,BL02,1,2,2,10,20
4758,2025-03-02,BL01,BL10,2,3,6,50,300
4759,2025-03-13,GL02,GL06,3,2,3,20,60
4760,2025-05-13,BL12,BL03,1,1,4,20,80
4761,2025-03-06,BL12,BL10,1,1,1,50,50
4762,2025-05-31,BL12,BL03,3,2,3,50,150
4763,2025-05-19,BL04,GL05,2,1,5,50,250
4764,2025-04-30,BL05,BL12,1,1,4,50,200
4765,2025-06-05,BL10,GL05,1,3,2,30,60
4766,2025-02-21,BL01,BL07,1,3,2,60,120
4767,2025-01-16,BL02,GL03,3,1,2,30,60
4768,2025-05-03,GL02,GL05,3,3,4,60,240
4769,2025-06-09,GL03,BL03,3,2,2,10,20
4770,2025-04-28,BL11,BL02,1,2,2,20,40
4771,2025-02-08,BL02,BL09,1,3,1,10,10
4772,2025-01-16,BL08,BL07,3,1,4,40,160
4773,2025-04-29,BL01,BL02,1,2,5,10,50
4774,2025-04-12,BL07,BL01,2,3,4,60,240
4775,2025-03-11,BL02,GL02,2,2,4,60,240
4776,2025-01-22,BL03,GL02,2,1,3,30,90
4777,2025-03-30,BL10,BL05,1,1,6,10,60
4778,2025-03-13,BL06,BL13,3,2,2,30,60
4779,2025-03-15,BL12,BL03,1,1,6,10,60
4780,2025-03-06,GL02,BL03,3,3,2,40,80
4781,2025-03-04,BL05,BL02,2,3,2,60,120
4782,2025-05-13,GL01,BL04,2,2,6,50,300
4783,2025-04-25,BL07,BL02,2,2,4,10,40
4784,2025-01-12,GL03,BL07,1,2,5,30,150
4785,2025-04-05,BL13,BL06,1,2,3,30,90
4786,2025-01-26,GL06,BL09,2,2,4,40,160
4787,2025-05-27,BL12,BL02,2,3,2,10,20
4788,2025-01-02,GL05,BL05,2,1,6,30,180
4789,2025-03-04,BL03,GL01,3,2,4,30,120
4790,2025-02-09,GL02,BL06,3,1,6,40,240
4791,2025-01-04,GL04,BL10,1,1,2,40,80
4792,2025-06-21,GL01,GL02,1,1,2,10,20
4793,2025-05-05,BL10,BL03,3,3,3,60,180
4794,2025-05-04,BL10,GL03,2,1,6,60,360
4795,2025-02-01,BL09,BL06,3,2,6,10,60
4796,2025-06-07,GL06,GL01,3,3,3,50,150
4797,2025-05-17,GL06,GL05,2,1,2,20,40
4798,2025-04-17,BL11,BL05,2,2,5,20,100
4799,2025-03-19,BL10,GL06,3,3,5,30,150
4800,2025-01-24,BL06,GL05,2,1,5,40,200
4801,2025-05-25,BL03,BL02,1,1,4,50,200
4802,2025-03-24,GL06,BL07,1,2,4,60,240
4803,2025-04-24,BL03,BL10,3,3,1,40,40
4804,2025-06-09,BL13,GL02,1,1,1,30,30
4805,2025-06-29,BL11,GL06,1,2,1,40,40
4806,2025-01-30,BL10,BL03,2,3,2,40,80
4807,2025-01-12,BL04,GL02,2,1,4,20,80
4808,2025-02-04,BL02,BL12,1,3,3,50,150
4809,2025-05-06,BL06,BL10,1,3,1,50,50
4810,2025-04-13,BL01,BL04,2,3,5,30,150
4811,2025-06-22,BL09,BL11,1,2,1,60,60
4812,2025-02-04,BL02,BL03,1,3,4,20,80
4813,2025-05-21,BL13,BL12,2,1,3,10,30
4814,2025-06-23,BL03,BL05,3,3,3,30,90
4815,2025-01-03,GL05,BL04,2,1,2,40,80
4816,2025-01-14,BL09,GL02,1,1,1,10,10
4817,2025-04-08,BL11,BL07,3,2,4,60,240
4818,2025-05-26,BL04,GL03,3,2,5,50,250
4819,2025-03-13,BL09,GL05,1,2,5,40,200
4820,2025-06-21,BL11,BL05,3,2,6,20,120
4821,2025-02-15,BL13,GL06,2,2,2,20,40
4822,2025-02-25,BL07,GL05,1,1,5,50,250
4823,2025-05-17,BL06,BL09,2,3,5,40,200
4824,2025-04-22,GL02,BL12,2,3,6,10,60
4825,2025-05-30,BL03,GL05,2,1,3,50,150
4826,2025-06-19,GL05,BL11,2,1,3,50,150
4827,2025-02-10,BL04,BL13,2,1,2,40,80
4828,2025-02-18,BL06,BL03,1,3,5,60,300
4829,2025-04-19,BL10,GL05,3,2,2,40,80
4830,2025-03-19,GL06,BL13,1,2,4,30,120
4831,2025-05-07,BL12,BL05,1,3,4,20,80
4832,2025-02-17,BL07,GL02,3,3,2,20,40
4833,2025-05-30,GL06,BL11,1,2,4,40,160
4834,2025-03-02,BL01,BL05,3,2,4,60,240
4835,2025-06-01,GL04,BL02,2,3,2,30,60
4836,2025-01-23,BL12,GL04,1,3,6,10,60
4837,2025-04-03,BL09,GL05,2,2,1,50,50
4838,2025-04-10,BL05,BL12,3,1,3,20,60
4839,2025-05-12,BL04,BL09,3,2,6,50,300
4840,2025-03-28,GL05,BL02,3,3,3,40,120
4841,2025-06-30,GL01,BL01,3,2,6,30,180
4842,2025-03-29,GL05,BL08,3,1,5,30,150
4843,2025-03-24,BL02,BL05,2,1,6,60,360
4844,2025-06-07,BL12,GL06,1,2,6,40,240
4845,2025-04-30,BL09,BL13,3,2,4,20,80
4846,2025-05-28,GL04,BL07,1,3,5,10,50
4847,2025-05-21,GL05,BL05,1,1,3,40,120
4848,2025-06-05,BL06,GL06,2,2,6,60,360
4849,2025-03-10,BL04,BL01,2,3,5,60,300
4850,2025-05-20,BL02,BL13,3,3,3,50,150
4851,2025-05-24,BL02,BL10,3,1,6,10,60
4852,2025-02-19,GL01,BL07,2,1,5,40,200
4853,2025-05-07,GL05,BL04,1,3,6,10,60
4854,2025-02-02,BL10,BL09,3,2,1,40,40
4855,2025-03-26,BL12,GL06,3,1,5,10,50
4856,2025-06-24,BL12,BL04,3,3,1,30,30
4857,2025-01-11,GL02,BL08,2,3,3,30,90
4858,2025-02-18,BL04,BL06,1,2,1,40,40
4859,2025-06-16,BL10,BL13,2,3,2,10,20
4860,2025-02-22,BL06,BL01,3,3,4,10,40
4861,2025-02-20,BL07,BL10,3,3,3,60,180
4862,2025-02-07,GL04,BL01,1,2,1,10,10
4863,2025-05-08,GL06,BL11,2,3,2,30,60
4864,2025-03-17,BL13,BL01,3,1,2,10,20
4865,2025-05-12,GL05,BL06,2,2,1,60,60
4866,2025-04-03,BL04,BL06,3,3,5,30,150
4867,2025-02-17,BL09,GL02,3,2,4,10,40
4868,2025-03-07,BL06,BL09,3,1,1,60,60
4869,2025-01-19,GL01,BL09,2,2,5,40,200
4870,2025-04-30,BL06,BL13,1,2,5,50,250
4871,2025-06-01,BL08,BL07,1,3,1,60,60
4872,2025-02-15,BL09,GL06,1,3,1,10,10
4873,2025-02-21,BL12,GL04,1,2,4,10,40
4874,2025-05-18,GL01,BL10,1,1,5,30,150
4875,2025-05-06,BL04,BL02,3,1,4,50,200
4876,2025-05-21,BL02,BL01,3,3,5,20,100
4877,2025-01-05,GL01,BL02,3,2,3,50,150
4878,2025-02-26,BL09,GL01,2,1,1,30,30
4879,2025-05-18,BL08,BL04,1,2,4,40,160
4880,2025-06-11,BL12,BL03,3,2,6,60,360
4881,2025-05-16,BL02,BL09,2,1,6,20,120
4882,2025-04-30,BL12,GL06,3,2,3,10,30
4883,2025-06-08,BL01,GL06,1,3,4,40,160
4884,2025-06-11,BL06,BL11,1,3,5,10,50
4885,2025-03-08,GL02,BL03,3,3,2,60,120
4886,2025-03-26,BL12,BL02,3,3,6,40,240
4887,2025-02-21,GL01,GL04,2,2,2,40,80
4888,2025-04-20,GL03,GL02,1,2,3,10,30
4889,2025-06-20,BL06,GL03,3,1,5,30,150
4890,2025-03-27,BL02,BL04,3,1,2,60,120
4891,2025-05-23,BL11,BL02,3,2,6,30,180
4892,2025-04-12,GL03,BL07,1,3,2,30,60
4893,2025-02-22,BL06,GL01,1,3,1,30,30
4894,2025-06-22,BL04,BL12,1,2,2,30,60
4895,2025-05-31,BL11,BL02,2,2,6,10,60
4896,2025-05-21,BL08,BL06,1,1,2,40,80
4897,2025-06-12,BL01,GL06,2,2,4,60,240
4898,2025-05-20,GL03,BL05,3,3,1,40,40
4899,2025-03-31,BL03,BL01,2,2,3,20,60
4900,2025-03-27,BL01,BL10,3,3,3,60,180
4901,2025-05-28,BL11,BL13,2,3,5,20,100
4902,2025-01-08,BL07,BL06,2,2,4,30,120
4903,2025-04-29,GL06,BL10,2,1,5,40,200
4904,2025-04-12,BL02,BL01,3,1,6,20,120
4905,2025-01-08,BL01,GL05,1,1,2,30,60
4906,2025-02-08,BL12,GL01,1,3,4,10,40
4907,2025-06-22,BL02,BL09,2,2,3,60,180
4908,2025-05-06,GL03,BL03,1,1,2,60,120
4909,2025-04-06,GL06,BL05,2,1,2,50,100
4910,2025-06-07,BL10,BL02,1,3,4,10,40
4911,2025-05-23,GL04,BL11,1,1,1,10,10
4912,2025-05-25,BL01,BL03,2,2,4,40,160
4913,2025-03-29,BL01,BL08,1,1,6,30,180
4914,2025-01-02,BL11,BL13,1,2,4,30,120
4915,2025-02-14,GL05,GL03,1,3,1,30,30
4916,2025-05-13,BL12,GL04,3,2,6,20,120
4917,2025-03-22,BL02,GL01,2,1,5,20,100
4918,2025-01-27,BL08,GL05,1,2,1,30,30
4919,2025-03-30,BL12,GL03,2,2,1,50,50
4920,2025-04-01,BL06,BL11,2,2,5,50,250
4921,2025-02-20,BL04,BL10,3,2,1,10,10
4922,2025-03-15,GL06,GL01,1,2,3,10,30
4923,2025-03-28,BL04,BL03,1,1,5,40,200
4924,2025-03-15,GL03,BL01,2,2,6,30,180
4925,2025-01-14,BL03,BL05,1,2,3,20,60
4926,2025-02-23,BL11,BL08,1,2,6,30,180
4927,2025-05-04,GL03,BL06,1,3,5,30,150
4928,2025-03-24,BL04,BL02,1,2,1,20,20
4929,2025-05-30,GL05,BL04,3,2,5,20,100
4930,2025-01-11,GL05,BL06,1,1,6,40,240
4931,2025-06-18,GL06,BL03,2,2,3,50,150
4932,2025-05-15,BL03,GL04,3,3,1,40,40
4933,2025-01-31,GL04,GL01,2,1,2,60,120
4934,2025-03-11,GL05,BL07,2,1,3,40,120
4935,2025-06-04,BL07,BL03,2,3,5,60,300
4936,2025-03-11,BL10,BL09,3,3,4,30,120
4937,2025-04-06,GL01,GL05,3,1,4,20,80
4938,2025-06-10,GL02,BL12,1,3,4,30,120
4939,2025-01-10,BL07,BL03,3,3,1,50,50
4940,2025-04-23,GL05,BL08,2,3,5,20,100
4941,2025-05-20,BL11,GL04,3,1,3,30,90
4942,2025-06-21,BL02,BL05,1,1,4,20,80
4943,2025-04-09,BL08,BL06,1,3,5,60,300
4944,2025-01-25,BL11,GL02,1,3,2,50,100
4945,2025-05-22,BL08,BL05,3,2,5,10,50
4946,2025-01-31,BL07,GL01,2,1,5,50,250
4947,2025-03-04,BL12,BL05,3,1,2,40,80
4948,2025-05-31,BL06,BL07,3,1,3,30,90
4949,2025-02-18,BL12,BL09,2,2,2,60,120
4950,2025-06-24,BL09,BL07,1,1,5,10,50
4951,2025-04-17,BL08,BL13,2,3,2,10,20
4952,2025-06-25,BL08,BL02,1,3,1,10,10
4953,2025-05-31,BL07,BL08,2,2,3,50,150
4954,2025-02-19,GL03,GL04,2,1,2,60,120
4955,2025-05-22,GL05,GL02,1,1,3,10,30
4956,2025-05-22,BL08,GL03,2,1,4,10,40
4957,2025-03-16,GL06,GL01,2,1,3,40,120
4958,2025-06-19,GL04,GL05,1,1,1,20,20
4959,2025-03-13,GL02,BL07,1,2,4,40,160
4960,2025-05-24,BL03,BL08,2,2,5,30,150
4961,2025-03-29,BL01,BL05,3,2,4,10,40
4962,2025-01-24,BL02,BL08,3,1,2,10,20
4963,2025-06-04,BL08,BL12,2,1,5,50,250
4964,2025-03-26,BL07,BL11,1,3,4,10,40
4965,2025-05-03,GL01,BL09,1,2,3,40,120
4966,2025-05-21,GL05,BL10,3,3,4,10,40
4967,2025-05-31,GL01,BL01,3,2,2,20,40
4968,2025-05-24,GL01,BL07,2,3,5,10,50
4969,2025-03-11,BL13,BL05,2,3,2,30,60
4970,2025-03-18,BL05,BL01,2,3,2,60,120
4971,2025-05-13,GL05,BL01,1,2,5,10,50
4972,2025-06-06,GL03,BL08,3,1,2,10,20
4973,2025-03-08,BL11,GL01,2,1,5,60,300
4974,2025-03-11,GL03,BL08,1,2,3,30,90
4975,2025-06-04,GL04,BL02,1,3,3,50,150
4976,2025-05-21,BL13,BL04,1,2,6,60,360
4977,2025-02-12,GL03,GL02,1,1,4,10,40
4978,2025-04-11,GL05,BL05,1,3,4,50,200
4979,2025-03-22,BL08,GL06,2,2,1,40,40
4980,2025-04-18,GL03,BL01,2,2,5,50,250
4981,2025-06-27,BL12,GL02,2,1,2,60,120
4982,2025-03-07,BL10,BL06,2,3,6,10,60
4983,2025-05-07,BL01,BL09,1,3,6,30,180
4984,2025-04-30,GL04,GL05,2,1,2,20,40
4985,2025-04-30,BL07,GL02,3,3,3,10,30
4986,2025-02-06,BL01,GL06,1,1,4,40,160
4987,2025-04-19,GL04,BL03,2,3,4,30,120
4988,2025-04-02,GL02,GL01,3,2,1,10,10
4989,2025-01-17,GL05,GL04,3,2,5,60,300
4990,2025-04-13,BL11,BL02,1,2,1,20,20
4991,2025-03-04,GL05,BL05,3,3,5,50,250
4992,2025-01-30,BL09,BL06,1,3,2,10,20
4993,2025-01-31,BL05,BL09,3,3,2,10,20
4994,2025-06-18,BL10,BL04,3,3,5,50,250
4995,2025-02-22,BL04,BL07,1,3,3,50,150
4996,2025-04-24,BL09,GL03,1,1,5,60,300
4997,2025-03-02,BL07,BL04,2,1,4,40,160
4998,2025-02-06,GL06,GL03,2,1,6,30,180
4999,2025-01-17,GL06,BL08,1,2,4,30,120
5000,2025-03-09,BL13,BL04,2,1,4,30,120
5001,2025-04-07,GL02,BL03,1,3,3,50,150
5002,2025-01-25,BL13,BL10,3,1,1,50,50
5003,2025-02-04,GL01,BL04,3,3,4,60,240
5004,2025-03-31,BL06,GL01,1,2,6,60,360
5005,2025-04-01,GL03,BL10,3,1,2,20,40
5006,2025-05-08,BL04,BL10,3,1,1,40,40
5007,2025-01-13,BL04,GL06,1,3,1,40,40
5008,2025-04-04,BL11,BL09,3,3,2,20,40
5009,2025-04-19,GL01,BL04,3,1,2,20,40
5010,2025-05-09,GL01,BL09,3,1,6,40,240
5011,2025-05-01,BL10,GL03,1,1,1,60,60
5012,2025-05-15,GL05,GL06,3,1,1,40,40
5013,2025-04-19,BL10,BL09,1,3,3,60,180
5014,2025-02-02,BL13,GL05,1,1,6,40,240
5015,2025-06-26,BL08,BL13,1,1,4,60,240
5016,2025-03-08,GL04,GL02,1,3,1,20,20
5017,2025-03-12,GL06,BL10,1,1,6,10,60
5018,2025-04-28,BL13,BL06,3,2,6,50,300
5019,2025-02-10,BL07,GL03,1,3,2,30,60
5020,2025-05-16,BL02,BL11,2,3,4,40,160
5021,2025-03-20,GL06,GL02,2,2,1,50,50
5022,2025-03-20,GL06,BL08,3,3,4,30,120
5023,2025-01-26,GL04,GL06,3,1,1,40,40
5024,2025-05-04,GL05,BL08,2,3,6,40,240
5025,2025-05-16,BL08,BL01,2,1,2,40,80
5026,2025-02-21,BL04,BL06,2,3,6,30,180
5027,2025-06-11,BL04,BL01,1,1,3,60,180
5028,2025-05-22,BL01,BL06,2,1,3,30,90
5029,2025-04-20,BL03,BL02,1,3,5,50,250
5030,2025-05-23,BL03,BL08,1,2,2,60,120
5031,2025-05-10,BL13,GL04,2,3,5,10,50
5032,2025-03-20,GL02,BL05,2,2,3,30,90
5033,2025-06-15,BL05,BL09,2,1,3,60,180
5034,2025-01-16,GL02,BL05,2,2,1,50,50
5035,2025-05-17,BL06,BL11,3,1,2,50,100
5036,2025-01-08,GL06,GL02,3,1,4,10,40
5037,2025-05-16,GL04,BL11,1,1,5,60,300
5038,2025-05-13,BL07,BL13,3,2,3,30,90
5039,2025-04-03,BL12,BL13,3,1,6,40,240
5040,2025-01-13,BL04,GL02,3,2,2,10,20
5041,2025-01-16,BL13,BL04,3,1,6,40,240
5042,2025-02-18,BL01,BL11,2,1,4,20,80
5043,2025-04-01,BL02,GL06,3,3,4,60,240
5044,2025-02-14,BL03,BL02,3,3,3,50,150
5045,2025-02-23,BL13,GL04,2,2,2,60,120
5046,2025-03-01,BL04,BL01,2,1,1,60,60
5047,2025-05-24,BL08,GL03,1,3,6,20,120
5048,2025-05-08,GL06,GL03,3,3,2,60,120
5049,2025-03-07,BL02,GL05,1,3,2,30,60
5050,2025-02-13,BL09,GL01,2,2,3,20,60
5051,2025-05-18,BL06,GL01,3,1,1,40,40
5052,2025-02-11,BL09,GL04,3,2,4,10,40
5053,2025-02-27,BL12,BL02,1,2,1,10,10
5054,2025-01-08,BL05,BL07,2,2,1,10,10
5055,2025-04-29,BL10,BL13,3,1,6,40,240
5056,2025-01-12,BL13,BL01,3,1,2,60,120
5057,2025-01-31,BL11,BL03,2,3,5,10,50
5058,2025-01-11,BL07,GL05,2,2,1,20,20
5059,2025-02-16,BL03,BL09,2,3,2,20,40
5060,2025-03-18,BL13,BL04,1,3,6,50,300
5061,2025-02-18,GL03,BL06,2,1,2,10,20
5062,2025-05-12,GL01,BL11,1,1,2,20,40
5063,2025-04-17,BL12,BL11,3,3,1,20,20
5064,2025-05-12,BL08,GL04,1,2,1,20,20
5065,2025-03-22,GL02,BL09,3,1,5,20,100
5066,2025-04-12,BL03,BL12,1,3,5,50,250
5067,2025-01-17,BL11,BL05,2,2,2,60,120
5068,2025-01-10,BL11,BL04,3,3,6,20,120
5069,2025-04-01,BL04,GL01,3,3,1,40,40
5070,2025-02-28,BL04,GL05,3,3,2,40,80
5071,2025-02-27,BL07,BL12,2,1,3,40,120
5072,2025-05-19,BL07,GL03,2,3,2,40,80
5073,2025-05-04,BL09,BL04,2,1,5,20,100
5074,2025-01-03,BL01,GL06,3,1,4,40,160
5075,2025-02-27,BL07,GL01,3,2,4,30,120
5076,2025-04-14,BL12,BL08,3,2,2,40,80
5077,2025-04-02,BL02,BL12,1,1,2,10,20
5078,2025-01-16,BL03,BL07,3,3,5,30,150
5079,2025-02-10,BL03,GL04,3,3,2,30,60
5080,2025-03-12,BL06,BL09,1,3,1,40,40
5081,2025-01-01,GL01,BL05,2,1,1,50,50
5082,2025-01-10,GL05,GL03,2,2,2,10,20
5083,2025-01-29,GL04,GL03,3,2,6,20,120
5084,2025-01-13,GL01,BL10,2,1,5,10,50
5085,2025-02-26,GL02,BL13,2,2,3,60,180
5086,2025-03-27,GL05,BL05,2,1,4,60,240
5087,2025-05-31,BL08,GL01,2,2,5,30,150
5088,2025-01-05,BL04,BL12,1,2,3,50,150
5089,2025-06-04,GL05,BL11,2,3,6,50,300
5090,2025-05-27,GL01,GL02,3,3,2,30,60
5091,2025-05-16,BL02,GL06,3,2,3,10,30
5092,2025-03-20,BL06,BL08,2,2,1,10,10
5093,2025-05-22,BL01,GL04,3,3,3,50,150
5094,2025-05-24,BL13,GL02,1,2,3,50,150
5095,2025-06-23,BL10,BL08,3,2,2,10,20
5096,2025-06-30,GL02,GL04,2,2,3,50,150
5097,2025-04-22,BL02,BL04,3,1,4,50,200
5098,2025-03-04,BL06,GL04,1,2,5,10,50
5099,2025-06-17,BL03,GL04,3,2,3,10,30
5100,2025-06-24,GL04,GL01,3,2,5,60,300
5101,2025-06-28,BL09,BL11,3,1,6,10,60
5102,2025-03-21,GL06,GL02,1,2,6,10,60
5103,2025-02-04,GL03,BL11,3,3,4,50,200
5104,2025-01-04,BL11,GL04,2,3,4,50,200
5105,2025-03-23,GL04,BL13,2,1,4,10,40
5106,2025-06-30,GL06,GL03,1,2,4,50,200
5107,2025-06-09,BL13,BL08,3,3,6,60,360
5108,2025-05-11,BL05,GL05,3,1,5,20,100
5109,2025-01-24,BL04,BL01,2,1,1,40,40
5110,2025-01-04,GL06,GL04,1,2,5,60,300
5111,2025-04-25,BL06,BL03,1,3,1,10,10
5112,2025-01-14,BL09,BL12,1,1,6,20,120
5113,2025-06-28,BL07,BL05,2,1,6,10,60
5114,2025-02-25,BL12,BL08,3,3,2,20,40
5115,2025-06-22,BL02,BL10,2,3,6,40,240
5116,2025-01-31,BL07,BL12,2,1,1,40,40
5117,2025-06-07,BL09,BL08,1,3,1,40,40
5118,2025-03-05,GL03,BL09,1,3,3,10,30
5119,2025-06-03,BL12,BL07,1,2,2,60,120
5120,2025-01-11,BL01,GL04,3,3,6,10,60
5121,2025-01-30,BL05,GL04,1,1,6,10,60
5122,2025-02-14,BL04,BL10,3,3,1,20,20
5123,2025-04-24,BL04,BL03,1,1,2,30,60
5124,2025-02-08,GL05,BL01,3,1,3,60,180
5125,2025-03-18,BL02,BL05,1,1,4,10,40
5126,2025-05-31,BL01,BL10,2,1,1,30,30
5127,2025-03-30,BL06,GL04,1,2,4,40,160
5128,2025-01-06,BL10,GL06,2,1,5,60,300
5129,2025-03-25,BL11,GL01,1,2,5,50,250
5130,2025-03-03,BL08,GL04,3,1,4,40,160
5131,2025-02-03,GL06,BL08,1,3,4,60,240
5132,2025-03-17,BL05,BL02,1,2,2,60,120
5133,2025-02-07,BL10,BL07,1,1,1,20,20
5134,2025-05-28,BL06,BL04,2,3,4,20,80
5135,2025-01-29,GL04,GL05,3,2,4,40,160
5136,2025-05-30,GL03,GL01,3,1,6,60,360
5137,2025-04-03,BL07,BL05,3,3,6,40,240
5138,2025-01-11,GL04,BL12,1,1,3,30,90
5139,2025-04-03,BL02,BL05,3,1,5,10,50
5140,2025-02-06,GL04,BL05,1,3,1,60,60
5141,2025-03-16,GL03,BL07,1,3,6,30,180
5142,2025-06-07,GL01,GL04,2,3,6,20,120
5143,2025-03-05,BL05,BL02,1,1,6,50,300
5144,2025-05-19,BL09,BL12,1,3,5,20,100
5145,2025-05-08,BL12,GL05,1,3,3,30,90
5146,2025-05-04,BL08,BL13,3,2,3,30,90
5147,2025-05-04,BL09,GL01,3,1,3,50,150
5148,2025-01-17,BL04,BL12,3,1,6,30,180
5149,2025-03-08,BL11,BL10,1,2,3,60,180
5150,2025-01-20,BL08,BL12,1,2,2,60,120
5151,2025-05-02,BL07,BL12,2,2,2,30,60
5152,2025-05-25,BL13,BL03,2,3,3,60,180
5153,2025-05-18,BL09,BL06,3,2,1,30,30
5154,2025-02-22,GL04,BL07,3,2,6,10,60
5155,2025-02-01,BL03,BL11,2,1,3,30,90
5156,2025-02-15,BL04,GL05,2,2,1,20,20
5157,2025-06-05,BL07,BL01,3,1,1,40,40
5158,2025-04-10,GL02,BL07,2,2,1,10,10
5159,2025-06-11,GL02,BL12,3,3,2,30,60
5160,2025-05-13,BL02,BL09,3,3,5,10,50
5161,2025-04-28,BL01,BL08,3,3,1,50,50
5162,2025-05-20,BL05,GL03,1,3,2,20,40
5163,2025-01-29,BL11,GL02,3,3,2,30,60
5164,2025-03-30,GL06,BL02,1,1,2,40,80
5165,2025-03-02,BL12,BL01,2,3,2,20,40
5166,2025-02-21,BL13,BL04,1,3,2,40,80
5167,2025-03-10,BL12,GL03,3,2,5,10,50
5168,2025-04-23,BL12,BL11,1,1,1,60,60
5169,2025-02-21,BL10,GL03,3,3,6,10,60
5170,2025-04-15,GL04,BL03,3,2,2,20,40
5171,2025-01-06,GL03,BL02,3,2,4,30,120
5172,2025-03-22,BL13,GL03,1,2,5,10,50
5173,2025-03-16,GL06,GL01,1,3,2,60,120
5174,2025-01-01,GL01,BL09,2,1,3,30,90
5175,2025-05-09,BL06,GL02,2,1,6,30,180
5176,2025-04-01,GL01,GL04,2,1,3,60,180
5177,2025-03-05,BL07,BL09,2,1,1,10,10
5178,2025-03-31,BL04,GL03,3,2,2,40,80
5179,2025-03-23,BL13,GL06,1,3,2,50,100
5180,2025-05-14,GL06,BL10,3,1,3,40,120
5181,2025-04-27,BL10,BL06,3,2,4,30,120
5182,2025-06-20,GL06,GL03,3,2,2,60,120
5183,2025-01-14,BL02,BL04,3,1,4,60,240
5184,2025-05-02,BL04,BL12,1,2,1,50,50
5185,2025-06-14,GL01,GL06,3,3,4,60,240
5186,2025-06-10,BL11,BL02,3,3,3,50,150
5187,2025-04-08,GL06,BL09,3,3,3,20,60
5188,2025-03-18,BL03,BL09,3,2,1,40,40
